Year,Month,Date,Forest_type,Observers,Sample.Label,UMF_site,survey_period,Count_Point,Time_Detected,distance,Noise_Level,Effort,Area,Region.Label,detection_type,Notes
2020,August,8072020,PICO,TM/AD,DeLacy North,DN_JUL2,8,1,1,407,4,4,77.715,YELL,A,
2020,August,8072020,PICO,TM/AD,DeLacy North,DN_JUL2,8,1,2,215,4,4,77.715,YELL,A,
2020,August,8072020,PICO,TM/AD,DeLacy North,DN_JUL2,8,2,1,63,3,4,77.715,YELL,V,"PQ, HS (PIAL) was calling seeds from 0-3min, then took off at 5 min. Audio then. FO at 6 min, landed in PICO, inspect seeds at PIAL."
2020,August,8072020,PICO,TM/AD,DeLacy North,DN_JUL2,8,4,3,375,3,4,77.715,YELL,A,
2020,August,8072020,PICO,TM/AD,DeLacy North,DN_JUL2,8,4,3,550,3,4,77.715,YELL,A,
2020,August,8072020,PICO,TM/AD,DeLacy North,DN_JUL2,8,5,3,175,2,4,77.715,YELL,A,
2020,September,9092020,PICO,TM/MBA,DeLacy North,DN_SEP,9,1,2,320,4,4,77.715,YELL,A,
2020,September,9092020,PICO,TM/MBA,DeLacy North,DN_SEP,9,1,2,45,4,4,77.715,YELL,V,PV
2020,September,9092020,PICO,TM/MBA,DeLacy North,DN_SEP,9,3,3,23,1,4,77.715,YELL,V,PQ
2020,September,9092020,PICO,TM/MBA,DeLacy North,DN_SEP,9,3,3,23,1,4,77.715,YELL,V,PQ
2020,September,9092020,PICO,TM/MBA,DeLacy North,DN_SEP,9,4,1,375,1,4,77.715,YELL,A,
2020,September,9092020,PICO,TM/MBA,DeLacy North,DN_SEP,9,4,3,375,1,4,77.715,YELL,A,
2020,October,10072020,PICO,AC/WW,DeLacy North,DN_OCT,10,4,1,80,1,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,1,1,52,1,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,1,1,50,1,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,1,1,110,1,4,77.715,YELL,A,Begging
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,1,1,100,1,4,77.715,YELL,A,Bullfrog call
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,1,2,20,1,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,1,3,17,1,4,77.715,YELL,A,"PV, HS (PIAL)"
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,2,2,52,2,4,77.715,YELL,A,SI
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,2,2,52,2,4,77.715,YELL,A,SI
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,2,2,300,2,4,77.715,YELL,A,SI
2020,July,7292020,PIFL,TM/AD,Confluence,CO_JUL1,8,,,,,4,77.715,YELL,,
2020,July,7302020,PIEN,TM/AD,Baronette,BA_JUL1,8,1,1,495,2,4,77.715,YELL,A,
2020,July,7302020,PIEN,TM/AD,Baronette,BA_JUL1,8,3,1,525,2,4,77.715,YELL,A,
2020,July,7302020,PIEN,TM/AD,Baronette,BA_JUL1,8,3,1,315,2,4,77.715,YELL,A,
2020,July,7302020,PIEN,TM/AD,Baronette,BA_JUL1,8,3,1,340,2,4,77.715,YELL,A,
2020,July,7302020,PIEN,TM/AD,Baronette,BA_JUL1,8,4,1,415,2,4,77.715,YELL,A,"Plane fly over @ 5 min, noise quiet again @ 6min."
2020,July,7302020,PIEN,TM/AD,Baronette,BA_JUL1,8,4,3,500,2,4,77.715,YELL,A,
2020,July,7312020,PIEN,TM/AD,West Thumb,WT_JUL1,8,4,1,315,3,4,77.715,YELL,A,
2020,July,7312020,PIEN,TM/AD,West Thumb,WT_JUL1,8,4,2,215,3,4,77.715,YELL,A,Juvi
2020,July,7312020,PIEN,TM/AD,West Thumb,WT_JUL1,8,5,1,550,3,4,77.715,YELL,A,
2020,July,7312020,PIEN,TM/AD,West Thumb,WT_JUL1,8,5,2,115,3,4,77.715,YELL,A,
2020,July,7312020,PIEN,TM/AD,West Thumb,WT_JUL1,8,5,2,165,3,4,77.715,YELL,A,
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,1,3,600,0,4,77.715,YELL,A,Could be on other side near trail up to point.
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,2,2,560,0,4,77.715,YELL,A,
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,3,1,545,0,4,77.715,YELL,A,getting closer. SI
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,3,1,545,0,4,77.715,YELL,A,"SI, Juvi"
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,3,2,500,0,4,77.715,YELL,A,"SI, Juvi"
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,3,2,480,0,4,77.715,YELL,A,"SI, Juvi"
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,3,3,39,0,4,77.715,YELL,A,"Vis, PQ, PV, FO after PQ"
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,3,2,480,0,4,77.715,YELL,A,"SI-Detected with other @ 480, confirmed after."
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,4,1,485,0,4,77.715,YELL,A,
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,4,1,520,0,4,77.715,YELL,A,Begging Juvi.
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,4,2,495,0,4,77.715,YELL,A,
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,5,1,650,0,4,77.715,YELL,A,SI
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,5,1,650,0,4,77.715,YELL,A,SI
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,5,1,500,0,4,77.715,YELL,A,
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,5,1,415,0,4,77.715,YELL,A,
2020,August,8012020,PIAL,TM/AD,Dunraven,DU_JUL1,8,5,3,510,0,4,77.715,YELL,A,Juvi
2020,August,8012020,PICO,TM/AD,Canyon,CA_JUL2,8,3,1,380,2,4,77.715,YELL,A,
2020,August,8012020,PICO,TM/AD,Canyon,CA_JUL2,8,4,2,540,1,4,77.715,YELL,A,
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,1,1,550,1,4,77.715,YELL,A,
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,1,1,140,1,4,77.715,YELL,A,
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,1,1,525,1,4,77.715,YELL,A,Vis.
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,1,2,415,1,4,77.715,YELL,A,"From 5-10 min, coyote w/pups ~200m out from 13-15 min, Coyote vocalizing. Rlocated 30-40m past next pt. to avoid coyote mom. "
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,1,3,460,1,4,77.715,YELL,A,"From 5-10 min, coyote w/pups ~200m out from 13-15 min, Coyote vocalizing. Rlocated 30-40m past next pt. to avoid coyote mom. "
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,2,1,530,2,4,77.715,YELL,A,"From 5-10 min, coyote w/pups ~200m out from 13-15 min, Coyote vocalizing. Rlocated 30-40m past next pt. to avoid coyote mom. "
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,2,3,130,2,4,77.715,YELL,A,"Vis. From 5-10 min, coyote w/pups ~200m out from 13-15 min, Coyote vocalizing. Rlocated 30-40m past next pt. to avoid coyote mom. "
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,4,2,260,0,4,77.715,YELL,A,
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,5,1,385,0,4,77.715,YELL,A,
2020,August,8022020,PSME,TM/AD,Bear Jam,BJ_JUL2,8,5,2,650,0,4,77.715,YELL,A,
2020,August,8032020,PSME,TM/AD,Trout Lake,TL_JUL1,8,,,,,4,77.715,YELL,,
2020,August,8042020,PIEN,TM/AD,Baronette,BA_JUL2,8,3,1,495,2,4,77.715,YELL,A,"Vis, FO, SI with 2 other birds"
2020,August,8042020,PIEN,TM/AD,Baronette,BA_JUL2,8,3,1,495,2,4,77.715,YELL,A,"Vis, FO, SI with 2 other birds. Flew by @ 100m then kept going."
2020,August,8042020,PIFL,TM/AD,Confluence,CO_JUL2,8,2,1,191,3,4,77.715,YELL,V,"PQ, 6 birds all together. Flock scouting cone crops."
2020,August,8042020,PIFL,TM/AD,Confluence,CO_JUL2,8,2,1,191,3,4,77.715,YELL,V,"PQ, 6 birds all together. Flock scouting cone crops."
2020,August,8042020,PIFL,TM/AD,Confluence,CO_JUL2,8,2,1,191,3,4,77.715,YELL,V,"PQ, HS (PSME) 6 birds all together. Flock scouting cone crops."
2020,August,8042020,PIFL,TM/AD,Confluence,CO_JUL2,8,2,1,191,3,4,77.715,YELL,V,"PQ, 6 birds all together. Flock scouting cone crops."
2020,August,8042020,PIFL,TM/AD,Confluence,CO_JUL2,8,4,3,450,3,4,77.715,YELL,A,
2020,August,8042020,PIFL,TM/AD,Confluence,CO_JUL2,8,5,1,475,2,4,77.715,YELL,A,Vis after FO @ 5-10
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,1,1,480,0,3,77.715,YELL,A,Adult
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,1,1,480,0,3,77.715,YELL,A,Juvinile
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,1,2,700,0,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,2,1,675,1,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,2,2,215,1,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,3,3,710,1,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,4,1,120,1,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,4,2,40,1,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,4,2,600,1,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,5,1,325,3,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,5,1,120,3,3,77.715,YELL,A,Flying
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,5,3,208,3,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,5,3,155,3,3,77.715,YELL,A,
2020,August,8052020,PIAL,TM/AD,Avalanche Peak,AV_JUL1,8,5,3,150,3,3,77.715,YELL,A,
2020,August,8062020,PIEN,TM/AD,West Thumb,WT_JUL2,8,1,1,550,2,4,77.715,YELL,A,At minute 4 there were 4 gray jays calling overhead. We stopped hearing them at minute 7.
2020,August,8062020,PIEN,TM/AD,West Thumb,WT_JUL2,8,1,3,150,2,4,77.715,YELL,A,
2020,August,8062020,PIEN,TM/AD,West Thumb,WT_JUL2,8,3,3,475,3,4,77.715,YELL,A,
2020,August,8062020,PIEN,TM/AD,West Thumb,WT_JUL2,8,5,3,285,4,4,77.715,YELL,A,
2020,August,8062020,PIEN,TM/AD,West Thumb,WT_JUL2,8,5,3,340,4,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,2,3,37,2,4,77.715,YELL,A,SI
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,2,3,300,2,4,77.715,YELL,A,SI
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,3,2,200,4,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,3,3,150,2,4,77.715,YELL,A,Could be with Juvi
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,3,1,16,2,4,77.715,YELL,V,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,3,1,250,2,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,3,1,200,2,4,77.715,YELL,A,PV
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,4,2,42,2,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,4,2,350,2,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,5,1,350,2,4,77.715,YELL,A,
2020,July,7292020,PIAL,TM/AD,DeLacy South,DS_JUL1,8,5,3,150,2,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,1,24,2,4,77.715,YELL,V,"PQ, FO"
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,1,18,2,4,77.715,YELL,V,"PQ, FO"
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,1,325,2,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,1,29,2,4,77.715,YELL,V,PQ
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,2,285,2,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,2,320,2,4,77.715,YELL,A,Two Juvis begging
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,1,2,320,2,4,77.715,YELL,A,Two Juvis begging
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,2,1,27,2,4,77.715,YELL,V,"PQ, FJ, HS (PIAL), In at 0 out at 10 min"
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,2,1,39,2,4,77.715,YELL,A,"PQ, FJ, HS (PIAL)"
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,2,1,140,2,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,2,1,60,2,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,2,2,170,2,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,2,2,220,2,4,77.715,YELL,A,Far Juvi
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,1,2,475,1,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,1,2,140,1,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,1,3,180,1,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,2,1,230,2,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,2,1,140,2,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,2,1,110,2,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,2,3,180,2,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,2,3,60,2,3,77.715,YELL,A,"Juvi, begging vis,s1"
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,2,3,60,2,3,77.715,YELL,A,"Juvi, begging vis,s1"
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,3,3,360,2,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,4,2,270,1,3,77.715,YELL,A,
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,4,2,15,1,3,77.715,YELL,V,PV
2020,August,8082020,PIAL,TM/AD,Avalanche Peak,AV_JUL2,8,5,3,315,2,3,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,1,1,550,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,1,1,700,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,1,2,530,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,1,2,475,0,4,77.715,YELL,A,Juvi
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,1,2,160,0,4,77.715,YELL,A,"PV, FO"
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,2,1,110,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,2,1,160,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,2,3,320,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,3,1,65,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,3,1,180,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,3,1,15,0,4,77.715,YELL,V,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,3,1,450,0,4,77.715,YELL,A,PV
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,3,2,550,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,3,2,375,0,4,77.715,YELL,A,Juvi
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,4,1,6,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,4,1,550,0,4,77.715,YELL,A,PV
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,4,1,160,0,4,77.715,YELL,A,
2020,August,8092020,PIAL,TM/AD,Dunraven,DU_JUL2,8,5,2,385,1,4,77.715,YELL,A,
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,1,1,60,0,4,77.715,YELL,V,"PV, Bill wiping"
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,1,1,70,0,4,77.715,YELL,V,"FO, follwing 60 m bird"
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,3,2,490,1,4,77.715,YELL,A,
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,3,2,380,1,4,77.715,YELL,A,11:24 RTHA calling until 11:30
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,3,3,275,1,4,77.715,YELL,A,11:39 RTHA in area again
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,5,3,107,1,4,77.715,YELL,A,"PV, FO, Visual, SI"
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,5,3,85,1,4,77.715,YELL,A,SI
2020,August,8102020,PSME,TM/AD,Trout Lake,TL_JUL2,8,5,3,150,1,4,77.715,YELL,A,"Visual, Flying"
2020,August,8102020,PIFL,TM/AD,Mammoth,MA_JUL2,8,4,2,29,4,4,77.715,YELL,V,"PQ, Perched in limber pine, inspecting cones. Flew to a doug fir and inspected cones as well."
2020,August,8102020,PIFL,TM/AD,Mammoth,MA_JUL2,8,4,3,95,4,4,77.715,YELL,A,
2020,August,8102020,PIFL,TM/AD,Mammoth,MA_JUL2,8,5,1,150,3,4,77.715,YELL,A,
2020,September,9112020,PIFL,TM/DT,Mammoth,MA_SEP,9,1,1,27.5,3,4,77.715,YELL,V,"C, in sage"
2020,September,9112020,PIFL,TM/DT,Mammoth,MA_SEP,9,2,1,500,4,4,77.715,YELL,V,
2020,September,9112020,PIFL,TM/DT,Mammoth,MA_SEP,9,1,1,100,3,4,77.715,YELL,A,
2020,September,9102020,PIEN,TM/WW,West Thumb,WT_SEP,9,1,3,12,1,4,77.715,YELL,V,PQ; PIEN
2020,September,9102020,PIEN,TM/WW,West Thumb,WT_SEP,9,5,2,35,2,4,77.715,YELL,V,PV
2020,September,9102020,PIEN,TM/WW,West Thumb,WT_SEP,9,5,2,30,2,4,77.715,YELL,V,C
2020,September,9102020,PIAL,TM/WW,Avalanche Peak,AV_SEP,9,1,1,175,2,3,77.715,YELL,A,
2020,September,9102020,PIAL,TM/WW,Avalanche Peak,AV_SEP,9,1,1,200,2,3,77.715,YELL,A,
2020,September,9102020,PIAL,TM/WW,Avalanche Peak,AV_SEP,9,1,1,100,2,3,77.715,YELL,V,HS (PIAL)
2020,September,9102020,PIAL,TM/WW,Avalanche Peak,AV_SEP,9,2,3,75,1,3,77.715,YELL,A,
2020,September,9102020,PIAL,TM/WW,Avalanche Peak,AV_SEP,9,2,3,75,1,3,77.715,YELL,A,
2020,September,9102020,PIAL,TM/WW,Avalanche Peak,AV_SEP,9,3,3,290,2,3,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,1,1,14.5,0,4,77.715,YELL,V,PQ; PIAL
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,1,2,75,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,1,3,15,0,4,77.715,YELL,V,PQ; PIAL
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,2,1,70,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,2,2,250,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,2,3,60,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,3,1,28.5,0,4,77.715,YELL,V,HS
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,3,3,250,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,3,3,75,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,4,2,80,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,4,2,125,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,4,3,200,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,4,3,200,0,4,77.715,YELL,A,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,5,2,89,0,4,77.715,YELL,V,
2020,September,9102020,PIAL,DT/DS,Dunraven,DU_SEP,9,5,3,175,0,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,4,2,350,4,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,4,2,51,4,4,77.715,YELL,A,"HS (PIAL), PV"
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,5,2,48,3,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,DS_JUL2,8,5,3,400,3,4,77.715,YELL,A,
2020,September,9092020,PIAL,DT/WW,DeLacy South,DS_SEP,9,4,3,38,2,4,77.715,YELL,V,"HS, PQ"
2020,September,9082020,PSME,TM/LW,Trout Lake,TL_SEP,9,5,1,37,2,4,77.715,YELL,V,PQ; PIEN
2020,September,9082020,PICO,DT/WW,Canyon,CA_SEP,9,1,3,38,1,4,77.715,YELL,V,
